Target;Input01;Input02;Input03;Input04;Input05;Input06;Input07;Input08
753,34;10,21;949,63;546,50;47,45;56,50;11,30;52,32;2046,59
751,55;10,20;949,50;547,50;47,96;56,71;11,34;52,31;2073,61
760,69;10,16;949,50;546,38;47,30;56,88;11,38;52,33;2034,91
761,99;10,17;949,36;543,50;46,74;57,04;11,41;52,34;2023,94
757,51;10,17;949,63;548,87;47,44;57,20;11,44;52,33;2046,90
752,94;10,19;949,63;550,25;46,61;57,34;11,47;52,33;2022,56
757,91;10,17;949,23;545,13;47,16;57,47;11,49;52,32;2039,49
759,87;10,19;949,50;545,13;46,62;57,60;11,52;52,30;2051,60
756,77;10,17;949,63;548,37;47,16;57,71;11,54;52,29;2044,61
753,10;10,17;949,10;545,63;48,07;57,83;11,57;52,28;2043,90
756,28;10,17;949,63;543,50;47,18;57,94;11,59;52,28;2012,31
761,26;10,18;949,50;549,13;48,25;58,04;11,61;52,26;2058,03
761,59;10,18;949,63;547,50;47,24;58,16;11,63;52,24;2039,57
760,69;10,18;949,36;549,50;47,81;58,25;11,65;52,23;2029,54
755,63;10,18;949,36;545,88;46,94;58,30;11,66;52,22;2023,90
751,22;10,18;949,36;549,00;47,29;58,31;11,66;52,21;2042,48
751,22;10,18;949,76;547,00;49,14;58,27;11,65;52,20;2067,97
761,91;10,18;949,36;546,12;48,70;58,14;11,63;52,20;2076,53
761,83;10,18;949,63;539,13;48,04;57,93;11,59;52,21;2072,86
760,36;10,18;949,36;544,50;48,25;57,65;11,53;52,22;2037,71
755,47;10,18;949,50;545,25;47,91;57,26;11,45;52,23;2051,36
751,96;10,09;949,50;542,62;47,34;56,85;11,37;52,25;2021,10
749,67;9,97;949,10;548,75;48,49;56,42;11,28;52,27;2043,63
756,37;10,19;949,63;549,37;46,29;55,95;11,19;52,28;2016,72
760,44;10,29;949,63;550,13;46,83;55,50;11,10;52,30;2062,84
761,18;10,33;949,23;545,37;49,82;55,10;11,02;52,31;2113,06
761,50;10,31;949,50;549,63;48,76;54,79;10,96;52,32;2094,48
755,96;10,25;949,76;550,62;49,59;54,59;10,92;52,33;2067,34
751,96;10,23;949,36;545,88;47,99;54,51;10,90;52,35;2031,75
752,45;10,18;949,36;543,87;48,12;54,53;10,91;52,40;2038,78
761,83;10,19;949,50;543,38;47,09;54,63;10,93;52,43;2047,53
764,03;10,18;949,36;546,12;46,62;54,74;10,95;52,46;2006,27
767,54;10,18;949,63;548,75;46,38;54,91;10,98;52,46;1986,11
765,83;10,20;949,50;550,13;46,12;55,09;11,02;52,47;1995,10
759,71;10,16;949,36;548,13;46,91;55,31;11,06;52,46;2004,42
755,22;10,21;949,36;549,37;47,27;55,55;11,11;52,45;2037,08
754,49;10,19;949,50;550,38;47,27;55,78;11,16;52,44;2019,17
752,12;10,19;949,36;544,75;46,61;55,99;11,20;52,43;2012,82
758,16;10,19;949,36;548,13;46,32;56,22;11,24;52,41;2030,49
761,59;10,18;949,50;543,50;47,59;56,46;11,29;52,42;2048,72
748,12;10,18;949,50;548,37;47,31;56,66;11,33;52,41;2034,59
747,55;10,18;949,50;546,38;46,95;56,85;11,37;52,40;2030,89
758,24;10,18;949,36;541,25;47,42;57,03;11,41;52,37;2038,62
754,57;10,18;949,50;547,25;48,10;57,19;11,44;52,35;2081,86
756,37;10,18;949,50;547,75;48,54;57,34;11,47;52,33;2078,78
756,77;10,18;949,36;546,38;48,35;57,51;11,50;52,32;2061,26
758,40;10,18;949,76;546,12;48,72;57,65;11,53;52,31;2046,15
755,47;10,18;949,23;543,87;48,50;57,78;11,56;52,31;2062,60
754,65;10,19;949,23;548,37;48,44;57,91;11,58;52,33;2054,67
758,40;10,13;949,89;535,87;47,50;58,05;11,61;52,33;2029,70
754,24;10,14;949,36;545,50;47,95;58,17;11,63;52,34;2024,46
754,65;10,24;949,50;546,00;47,36;58,26;11,65;52,34;2031,68
760,36;10,26;949,36;545,75;48,01;58,33;11,67;52,33;2061,26
757,43;10,24;949,10;546,88;48,74;58,36;11,67;52,32;2079,02
754,73;10,23;949,50;542,75;47,39;58,32;11,66;52,30;2030,61
760,28;10,22;950,03;543,75;46,61;58,21;11,64;52,30;1996,13
763,71;10,16;949,23;543,50;48,17;58,01;11,60;52,30;2053,10
754,65;10,18;948,97;546,38;46,48;57,73;11,55;52,32;2006,43
753,26;10,16;949,50;545,00;46,27;57,38;11,48;52,32;1994,39
754,41;10,17;949,50;548,50;46,44;56,98;11,40;52,33;2006,19
753,18;10,18;949,50;544,13;46,24;56,54;11,31;52,32;2014,83
760,61;10,16;949,50;551,00;47,48;56,08;11,22;52,33;2019,37
759,22;10,20;949,50;534,63;46,59;55,59;11,12;52,32;2035,23
752,04;10,17;949,36;543,00;46,83;55,15;11,03;52,32;2024,26
760,69;10,18;949,36;550,88;45,93;54,80;10,96;52,32;2026,31
760,69;10,18;949,63;550,00;46,36;54,54;10,91;52,32;2009,03
758,00;10,18;949,23;539,63;46,89;54,38;10,88;52,33;2027,49
752,53;10,18;949,50;545,88;47,16;54,31;10,86;52,33;2010,96
753,26;10,18;949,36;544,25;46,53;54,31;10,86;52,35;2009,50
761,59;10,18;949,50;549,13;46,77;54,36;10,87;52,35;2029,98
759,38;10,18;949,50;545,50;46,02;54,47;10,89;52,36;2014,16
760,93;10,18;949,50;545,00;47,44;54,61;10,92;52,36;2047,14
753,59;10,18;949,23;547,88;46,95;54,77;10,95;52,36;2010,92
756,85;10,18;949,50;541,38;46,44;54,97;10,99;52,37;2005,16
761,67;10,18;949,50;546,62;48,10;55,19;11,04;52,38;2041,14
762,32;10,18;949,63;554,75;47,72;55,41;11,08;52,39;2038,26
759,79;10,09;949,63;536,88;47,69;55,63;11,13;52,40;2015,78
756,69;10,13;949,36;547,88;47,45;55,88;11,18;52,40;2047,18
756,69;10,25;949,23;544,25;47,23;56,10;11,22;52,39;2037,43
753,02;10,25;949,50;545,50;48,89;56,30;11,26;52,39;2082,57
759,87;10,26;949,23;547,00;49,14;56,50;11,30;52,38;2089,07
761,10;10,23;949,50;542,38;48,21;56,68;11,34;52,38;2056,65
753,18;10,22;949,76;545,88;48,42;56,88;11,38;52,37;2039,60
752,04;10,17;949,50;549,63;48,99;57,08;11,42;52,37;2061,62
759,71;10,17;949,36;547,75;49,29;57,26;11,45;52,37;2072,19
762,16;10,16;949,63;546,00;47,46;57,42;11,48;52,37;2024,14
760,52;10,17;949,63;548,50;47,61;57,58;11,52;52,36;2017,24
757,91;10,17;949,63;549,75;47,16;57,74;11,55;52,35;2025,76
758,24;10,17;949,10;544,00;47,63;57,89;11,58;52,34;2034,28
758,32;10,18;949,50;549,63;47,25;58,02;11,60;52,33;2051,28
753,59;10,17;949,63;545,50;47,54;58,15;11,63;52,29;2022,60
754,24;10,17;949,36;550,38;46,85;58,28;11,66;52,28;2021,73
755,63;10,18;949,36;556,50;47,82;58,37;11,67;52,25;2048,44
762,40;10,18;949,76;541,88;47,07;58,43;11,69;52,23;2042,44
770,40;10,18;949,36;544,00;46,68;58,42;11,68;52,23;2016,01
763,95;10,18;949,50;546,75;46,95;58,33;11,67;52,22;2020,87
768,93;10,18;949,36;541,75;47,19;58,17;11,63;52,22;2040,20
765,99;10,18;949,36;539,37;48,29;57,91;11,58;52,22;2038,89
752,69;10,18;949,76;545,25;47,16;57,57;11,51;52,23;2044,73
752,69;10,18;949,63;547,00;47,36;57,22;11,44;52,24;2028,56
753,02;10,18;949,50;552,12;46,83;56,82;11,36;52,24;2033,57
756,61;10,18;949,36;553,50;47,53;56,38;11,28;52,26;2031,20
755,06;10,18;949,50;542,12;47,71;55,90;11,18;52,29;2017,28
761,42;9,97;949,50;548,25;46,77;55,44;11,09;52,30;2008,87
756,37;9,95;949,10;546,88;46,02;55,06;11,01;52,32;1984,61
756,45;10,22;949,63;545,50;45,73;54,75;10,95;52,34;2017,35
756,12;10,28;949,63;550,62;46,53;54,51;10,90;52,34;2041,85
756,04;10,31;949,23;541,88;48,93;54,38;10,88;52,34;2104,54
754,90;10,26;949,36;545,88;48,95;54,32;10,86;52,34;2065,96
756,85;10,24;949,89;542,25;47,89;54,36;10,87;52,34;2038,30
759,06;10,21;949,50;550,75;48,75;54,46;10,89;52,36;2037,24
753,43;10,17;949,36;544,63;46,86;54,61;10,92;52,41;2014,44
756,28;10,20;949,36;550,75;46,82;54,78;10,96;52,44;2003,90
761,67;10,17;949,23;547,50;46,48;54,98;11,00;52,47;1996,56
758,16;10,19;949,63;551,12;45,89;55,18;11,04;52,49;2015,30
752,28;10,18;949,89;553,75;46,47;55,41;11,08;52,49;2010,33
756,04;10,18;949,36;548,00;47,27;55,63;11,13;52,48;2037,71
759,14;10,21;949,10;541,88;46,86;55,84;11,17;52,47;2011,04
759,46;10,18;949,36;549,00;46,59;56,02;11,20;52,45;2026,90
754,49;10,18;949,63;535,37;47,46;56,21;11,24;52,43;2053,69
754,65;10,18;949,36;540,00;47,99;56,40;11,28;52,43;2038,54
762,08;10,18;949,63;534,75;48,39;56,57;11,31;52,41;2064,54
752,61;10,18;949,36;544,00;47,45;56,73;11,35;52,40;2029,19
754,41;10,18;949,36;546,88;47,50;56,89;11,38;52,38;2048,95
760,85;10,18;949,50;544,87;49,44;57,03;11,41;52,37;2075,58
758,73;10,18;949,76;539,13;48,31;57,20;11,44;52,35;2066,31
759,71;10,18;949,63;541,38;48,28;57,35;11,47;52,34;2038,54
757,02;10,18;949,23;541,88;47,71;57,49;11,50;52,33;2050,10
752,28;10,18;949,36;541,50;48,58;57,63;11,53;52,34;2061,89
756,77;10,18;949,50;550,75;47,84;57,77;11,55;52,34;2052,03
760,36;10,17;949,50;547,38;47,53;57,90;11,58;52,35;2026,23
760,44;10,01;949,76;535,25;47,30;58,01;11,60;52,34;2014,99
761,91;10,10;949,36;545,75;47,07;58,12;11,62;52,33;2043,27
754,41;10,29;949,50;544,87;48,34;58,22;11,64;52,32;2051,12
754,08;10,30;949,23;546,00;49,47;58,29;11,66;52,30;2103,83
761,10;10,29;949,36;541,75;49,94;58,33;11,67;52,29;2096,69
759,96;10,26;949,50;547,62;48,79;58,32;11,66;52,28;2053,49
758,40;10,23;949,63;549,75;49,03;58,24;11,65;52,28;2052,98
754,73;10,17;949,50;545,13;48,54;58,07;11,61;52,29;2052,98
750,49;10,18;949,36;545,88;47,69;57,83;11,57;52,32;2040,47
755,55;10,16;949,50;544,50;46,88;57,52;11,50;52,34;1996,41
759,87;10,17;949,63;546,12;46,51;57,14;11,43;52,34;2020,67
760,04;10,19;949,23;544,13;47,15;56,71;11,34;52,34;2039,96
755,87;10,16;949,50;546,38;47,24;56,23;11,25;52,33;2031,12
754,49;10,19;949,63;546,38;46,14;55,72;11,14;52,32;2009,43
756,12;10,16;949,10;547,00;45,68;55,26;11,05;52,32;2015,58
751,88;10,17;949,89;545,37;46,36;54,88;10,98;52,32;2033,69
752,45;10,17;949,50;542,88;47,18;54,64;10,93;52,33;2032,86
755,47;10,18;949,50;545,37;46,63;54,43;10,89;52,33;2032,54
752,45;10,18;949,36;546,50;46,29;54,32;10,86;52,35;2022,25
749,92;10,18;949,50;548,25;47,27;54,36;10,87;52,36;2036,69
756,12;10,18;949,10;544,50;47,61;54,43;10,89;52,37;2064,06
759,55;10,18;949,36;552,00;47,66;54,58;10,92;52,40;2054,91
761,67;10,18;949,36;548,87;47,06;54,78;10,96;52,42;2036,41
760,36;10,18;949,63;539,50;47,40;55,00;11,00;52,43;2045,40
767,05;10,18;949,63;550,25;47,86;55,24;11,05;52,46;2032,82
770,15;10,18;949,36;545,25;47,19;55,48;11,10;52,49;2038,78
768,44;10,18;949,50;537,88;48,08;55,77;11,15;52,52;2037,16
761,02;10,09;949,50;548,00;47,15;56,04;11,21;52,55;2021,18
755,06;10,08;949,50;547,25;47,29;56,29;11,26;52,56;2048,05
751,39;10,24;949,76;545,75;46,97;56,51;11,30;52,56;2066,43
762,73;10,28;949,10;547,62;48,96;56,76;11,35;52,56;2080,32
749,75;10,28;949,36;549,13;48,79;56,97;11,39;52,55;2089,19
754,00;10,25;949,50;550,38;48,57;57,17;11,43;52,53;2080,99
750,00;10,24;949,23;544,50;49,14;57,36;11,47;52,52;2060,63
753,67;10,17;949,50;544,37;49,22;57,54;11,51;52,52;2064,89
761,59;10,17;949,50;543,75;48,39;57,71;11,54;52,53;2040,28
755,63;10,17;949,36;551,75;46,89;57,86;11,57;52,52;2007,10
754,81;10,17;949,63;541,00;46,95;57,98;11,60;52,52;2043,23
752,28;10,19;949,50;544,75;48,17;58,10;11,62;52,49;2048,13
754,98;10,17;949,36;544,75;47,40;58,22;11,64;52,46;2056,92
761,99;10,21;949,63;544,75;48,10;58,31;11,66;52,44;2010,37
760,12;10,17;949,23;544,87;47,16;58,37;11,67;52,43;2064,30
755,14;10,18;949,23;547,12;48,01;58,39;11,68;52,42;2047,18
753,10;10,18;949,50;542,38;47,48;58,32;11,66;52,41;2051,20
755,71;10,18;949,89;549,00;48,06;58,17;11,63;52,40;2035,23
763,22;10,18;949,50;545,13;46,85;57,93;11,59;52,38;2025,21
758,89;10,18;949,36;546,00;47,86;57,63;11,53;52,38;2059,72
760,12;10,18;949,23;546,50;48,27;57,28;11,46;52,38;2051,48
756,53;10,18;949,50;536,37;47,67;56,88;11,38;52,39;2039,72
749,84;10,18;949,50;545,88;47,61;56,43;11,29;52,40;2042,37
757,34;10,18;949,50;545,13;47,59;55,98;11,20;52,41;2068,68
761,67;10,18;949,36;548,63;48,16;55,49;11,10;52,43;2050,61
762,73;10,18;949,36;546,38;48,06;55,08;11,02;52,45;2046,74
756,93;10,18;949,36;543,50;49,35;54,76;10,95;52,47;2056,84
752,94;10,07;949,50;538,12;46,98;54,54;10,91;52,49;1992,34
760,52;10,03;949,63;543,12;47,27;54,42;10,88;52,51;2024,26
756,69;10,21;949,36;548,37;46,85;54,37;10,87;52,52;2029,43
756,85;10,26;949,23;542,12;47,77;54,39;10,88;52,53;2050,10
752,20;10,29;949,50;548,75;49,29;54,47;10,89;52,55;2064,18
754,90;10,24;949,63;545,00;47,77;54,58;10,92;52,53;2058,58
759,46;10,24;949,63;543,25;48,25;54,75;10,95;52,54;2026,51
760,69;10,19;949,63;548,50;48,39;54,93;10,99;52,53;2026,70
755,06;10,15;949,10;543,63;48,01;55,12;11,02;52,55;2034,83
758,24;10,18;949,36;542,12;47,55;55,32;11,06;52,56;2016,33
758,57;10,16;949,36;544,75;47,09;55,50;11,10;52,56;2038,26
760,93;10,19;949,36;542,25;47,57;55,67;11,13;52,56;2040,12
756,45;10,17;949,23;547,75;47,03;55,84;11,17;52,55;2041,18
757,10;10,19;949,63;539,00;48,13;56,01;11,20;52,53;2043,67
760,77;10,19;949,63;540,50;47,42;56,17;11,23;52,50;2033,53
756,53;10,18;949,63;549,87;48,54;56,34;11,27;52,47;2053,41
757,18;10,18;949,36;545,00;48,34;56,50;11,30;52,44;2053,65
760,28;10,18;949,50;540,37;48,55;56,66;11,33;52,41;2046,23
759,06;10,18;949,36;545,63;47,21;56,83;11,37;52,38;2026,82
752,69;10,18;949,50;543,38;48,82;56,99;11,40;52,36;2072,39
754,24;10,18;949,36;544,50;48,63;57,17;11,43;52,34;2073,57
757,02;10,18;949,63;546,75;48,70;57,33;11,47;52,33;2064,46
758,73;10,18;949,50;547,12;49,41;57,49;11,50;52,31;2055,90
760,04;10,18;949,63;544,37;47,93;57,66;11,53;52,30;2041,97
757,75;10,18;949,23;541,00;47,98;57,82;11,56;52,29;2057,59
752,53;10,18;949,50;547,88;48,25;57,98;11,60;52,31;2063,67
753,26;10,18;949,50;548,25;48,58;58,12;11,62;52,31;2045,60
759,14;10,15;949,36;541,50;47,77;58,28;11,66;52,31;2036,45
760,36;10,12;949,36;535,87;47,96;58,38;11,68;52,31;2061,78
757,18;10,21;949,63;540,37;47,19;58,46;11,69;52,30;2029,35
752,45;10,26;949,23;546,88;47,74;58,50;11,70;52,30;2044,30
754,08;10,25;949,10;546,88;48,22;58,44;11,69;52,30;2052,94
757,02;10,24;949,76;548,00;47,81;58,31;11,66;52,29;2052,39
769,91;10,22;949,50;546,38;48,54;58,09;11,62;52,29;2067,57
769,58;10,18;949,50;545,63;48,44;57,78;11,56;52,30;2057,40
761,10;10,16;949,36;545,25;48,57;57,43;11,49;52,31;2029,62
760,04;10,16;949,50;548,00;47,67;57,03;11,41;52,33;2017,79
754,57;10,17;949,36;545,37;46,56;56,56;11,31;52,34;2023,51
759,38;10,16;949,50;546,00;47,80;56,09;11,22;52,34;2009,46
756,69;10,18;949,76;546,38;46,89;55,60;11,12;52,34;2041,10
754,32;10,16;949,50;544,50;46,89;55,15;11,03;52,35;2011,48
746,98;10,21;949,23;547,50;46,34;54,76;10,95;52,35;2021,69
750,08;10,18;949,36;540,37;47,48;54,47;10,89;52,36;2031,60
758,32;10,18;949,50;553,25;46,86;54,31;10,86;52,37;2016,33
758,00;10,18;949,89;548,25;46,74;54,21;10,84;52,38;2018,42
758,89;10,18;949,76;545,88;45,99;54,22;10,84;52,38;2046,35
754,73;10,18;949,10;540,37;47,10;54,28;10,86;52,40;2064,34
754,90;10,18;949,76;543,12;46,95;54,39;10,88;52,41;2045,44
753,43;10,18;949,63;550,00;48,19;54,55;10,91;52,43;2081,15
757,10;10,18;949,50;538,75;46,95;54,75;10,95;52,45;2033,65
759,30;10,18;949,36;543,12;48,43;54,98;11,00;52,49;2060,32
756,69;10,18;949,36;547,25;47,80;55,22;11,04;52,52;2072,62
755,63;10,18;949,50;544,50;47,25;55,47;11,09;52,55;2041,73
762,40;10,18;949,36;543,38;47,60;55,73;11,15;52,57;2037,75
757,26;10,16;949,63;550,00;47,98;55,96;11,19;52,58;2034,40
751,63;10,15;949,50;543,75;48,78;56,17;11,23;52,59;2062,29
758,81;10,19;949,36;546,25;48,63;56,38;11,28;52,59;2059,25
762,40;10,26;949,36;554,25;49,02;56,57;11,31;52,58;2070,10
754,90;10,28;949,63;538,62;49,73;56,76;11,35;52,57;2088,21
753,02;10,25;949,36;538,38;48,42;56,94;11,39;52,55;2087,18
760,04;10,22;949,63;550,00;49,86;57,11;11,42;52,53;2085,72
758,89;10,19;949,50;547,38;48,49;57,28;11,46;52,51;2039,68
752,61;10,14;949,50;546,25;48,39;57,45;11,49;52,49;2032,42
757,67;10,16;949,50;551,12;47,67;57,61;11,52;52,49;2025,21
761,18;10,17;949,23;541,25;47,45;57,75;11,55;52,48;2034,44
763,79;10,16;949,36;543,25;47,60;57,87;11,57;52,47;2051,20
757,83;10,18;949,50;549,75;47,51;57,98;11,60;52,45;2044,81
755,63;10,16;949,50;542,00;48,13;58,11;11,62;52,42;2030,37
754,00;10,18;949,36;542,88;46,95;58,22;11,64;52,40;2048,52
760,20;10,22;949,76;546,12;48,49;58,31;11,66;52,37;2056,41
756,20;10,21;949,63;547,25;47,53;58,36;11,67;52,35;2064,69
754,32;10,19;949,36;548,63;47,96;58,37;11,67;52,34;2051,68
758,98;10,19;949,23;555,12;47,16;58,29;11,66;52,32;2021,14
760,93;10,19;949,63;545,63;47,72;58,13;11,63;52,31;2025,88
762,89;10,18;949,63;540,63;47,07;57,89;11,58;52,31;2031,83
758,81;10,18;949,63;541,88;47,16;57,57;11,51;52,32;2040,91
753,18;10,18;949,36;538,50;46,53;57,19;11,44;52,31;2017,08
754,65;10,18;949,36;539,37;47,10;56,76;11,35;52,30;2033,06
760,77;10,18;949,50;548,75;48,33;56,31;11,26;52,30;2050,61
760,69;10,18;949,63;537,88;46,91;55,84;11,17;52,30;2019,05
759,79;10,18;949,23;541,75;46,20;55,37;11,07;52,30;2018,97
755,39;10,18;949,23;547,38;48,42;54,98;11,00;52,30;2032,98
752,86;10,10;949,50;541,13;48,01;54,65;10,93;52,31;2037,71
758,65;10,07;949,76;545,75;47,13;54,46;10,89;52,33;2027,93
756,61;10,24;949,23;548,75;47,91;54,37;10,87;52,34;2037,36
761,75;10,26;949,36;554,88;46,74;54,37;10,87;52,36;2033,73
757,67;10,24;949,63;552,75;47,96;54,46;10,89;52,37;2054,71
752,12;10,22;949,36;554,13;47,48;54,56;10,91;52,39;2072,82
755,87;10,21;949,36;551,12;47,48;54,74;10,95;52,41;2023,71
761,99;10,17;949,36;553,00;46,98;54,97;10,99;52,43;2007,73
761,75;10,14;949,76;541,62;45,88;55,22;11,04;52,48;2004,81
758,16;10,17;949,63;540,25;46,59;55,49;11,10;52,52;2011,04
752,12;10,15;949,36;541,25;47,40;55,75;11,15;52,54;2019,29
758,57;10,19;949,10;543,50;47,44;55,99;11,20;52,54;2042,01
756,37;10,15;949,63;539,63;46,29;56,23;11,25;52,55;2009,07
759,96;10,19;949,50;554,88;47,78;56,46;11,29;52,55;2048,13
773,34;10,18;949,50;541,88;47,46;56,67;11,33;52,54;2039,01
764,36;10,18;949,36;543,87;47,95;56,87;11,37;52,51;2062,84
766,73;10,18;949,50;546,62;48,50;57,06;11,41;52,49;2065,56
756,12;10,18;949,50;540,00;47,07;57,24;11,45;52,47;2017,39
746,74;10,18;949,50;540,63;48,08;57,41;11,48;52,45;2050,73
758,57;10,18;949,23;542,62;49,49;57,59;11,52;52,43;2085,48
754,98;10,18;949,50;543,50;48,42;57,74;11,55;52,41;2062,52
751,88;10,18;949,23;544,25;48,21;57,91;11,58;52,38;2052,66
763,46;10,18;949,63;545,37;47,91;58,05;11,61;52,38;2069,90
763,46;10,18;949,63;540,13;49,41;58,20;11,64;52,38;2081,38
756,61;10,18;949,23;544,13;48,17;58,33;11,67;52,37;2063,39
756,85;10,18;949,50;544,50;48,67;58,46;11,69;52,37;2063,31
755,47;10,18;949,50;543,12;47,71;58,52;11,70;52,37;2037,40
754,98;10,18;949,36;544,87;47,25;58,52;11,70;52,37;2040,12
752,04;10,04;949,36;542,88;48,76;58,42;11,68;52,38;2057,48
752,61;10,14;949,50;547,38;48,17;58,23;11,65;52,39;2053,21
760,77;10,28;949,36;545,13;48,43;57,97;11,59;52,40;2034,44
762,40;10,31;949,50;547,62;48,72;57,65;11,53;52,41;2095,74
758,32;10,28;949,50;544,00;50,08;57,25;11,45;52,42;2104,14
752,04;10,25;949,50;545,00;49,64;56,83;11,37;52,41;2071,91
753,92;10,21;949,10;540,50;48,64;56,39;11,28;52,42;2034,83
761,99;10,16;949,50;541,38;48,22;55,92;11,18;52,43;2029,62
758,49;10,16;949,50;543,75;48,25;55,45;11,09;52,47;2027,89
758,16;10,18;949,50;540,37;46,94;55,04;11,01;52,49;2027,93
752,78;10,16;949,50;536,00;47,66;54,68;10,94;52,52;2010,81
759,55;10,20;949,23;544,00;46,63;54,45;10,89;52,52;2008,08
761,34;10,15;949,23;544,25;46,56;54,31;10,86;52,52;2029,82
754,00;10,22;949,76;543,87;46,44;54,27;10,85;52,52;2037,47
754,73;10,17;949,50;550,00;46,62;54,28;10,86;52,52;2037,28
760,85;10,18;949,63;542,38;47,78;54,37;10,87;52,53;2031,56
755,30;10,18;949,50;547,12;45,41;54,49;10,90;52,55;1984,02
752,61;10,18;949,36;547,88;46,88;54,65;10,93;52,55;2029,82
758,57;10,18;949,63;544,00;47,42;54,82;10,96;52,56;2054,99
759,14;10,18;949,63;549,13;48,69;55,00;11,00;52,56;2048,28
753,84;10,18;949,36;547,50;48,52;55,18;11,04;52,55;2042,64
756,69;10,18;949,50;547,75;48,49;55,35;11,07;52,53;2069,35
760,36;10,18;949,36;545,13;49,62;55,52;11,10;52,52;2093,61
755,30;10,18;949,76;545,13;49,23;55,72;11,14;52,50;2079,33
755,22;10,18;949,50;539,87;49,70;55,91;11,18;52,48;2094,91
761,42;10,18;948,97;548,75;48,60;56,11;11,22;52,46;2046,03
757,34;10,18;949,36;536,37;49,74;56,30;11,26;52,44;2093,45
759,87;10,11;949,76;540,37;49,31;56,49;11,30;52,43;2074,20
755,55;10,07;949,50;552,12;48,52;56,68;11,34;52,43;2057,63
753,10;10,21;949,36;547,38;48,29;56,88;11,38;52,42;2049,86
754,90;10,29;949,50;545,00;49,12;57,05;11,41;52,41;2098,50
754,00;10,31;949,50;543,87;49,67;57,22;11,44;52,39;2114,52
759,14;10,28;949,63;546,12;50,22;57,38;11,48;52,38;2123,28
762,73;10,26;949,36;548,87;49,97;57,55;11,51;52,36;2077,04
751,63;10,21;949,23;541,25;49,59;57,72;11,54;52,37;2055,74
759,22;10,16;949,50;551,75;48,91;57,90;11,58;52,37;2051,16
761,02;10,17;949,76;538,00;47,23;58,09;11,62;52,40;2015,18
758,89;10,15;949,36;537,62;48,01;58,25;11,65;52,40;2010,61
751,63;10,17;949,63;544,50;47,40;58,39;11,68;52,39;2021,38
752,45;10,17;949,36;548,00;47,45;58,50;11,70;52,38;2033,21
756,37;10,18;949,63;547,25;48,21;58,55;11,71;52,35;2038,85
759,14;10,18;949,23;547,00;47,12;58,52;11,70;52,33;2046,51
760,77;10,16;949,36;548,00;46,80;58,41;11,68;52,31;2019,33
760,61;10,17;949,63;542,88;47,80;58,22;11,64;52,30;2013,92
756,12;10,18;949,50;545,75;47,60;57,94;11,59;52,29;2047,22
755,63;10,18;949,50;546,88;49,14;57,60;11,52;52,29;2051,04
759,87;10,18;949,36;544,50;48,07;57,21;11,44;52,29;2064,97
760,61;10,18;949,10;542,38;48,79;56,77;11,35;52,28;2042,21
763,79;10,18;949,50;546,88;48,22;56,27;11,25;52,28;2063,63
760,61;10,18;949,76;550,25;47,57;55,79;11,16;52,28;2050,10
766,64;10,18;949,10;541,13;48,65;55,32;11,06;52,29;2064,73
757,83;10,18;949,36;546,75;47,78;54,91;10,98;52,30;2042,25
746,25;10,18;949,50;543,25;47,84;54,59;10,92;52,32;2027,97
751,47;10,18;949,63;547,62;49,46;54,38;10,88;52,34;2063,20
752,86;10,08;949,63;540,75;48,95;54,26;10,85;52,37;2029,43
754,08;9,95;949,36;546,62;47,53;54,23;10,85;52,39;2052,90
751,39;10,19;949,23;547,12;47,15;54,27;10,85;52,42;2031,64
749,84;10,32;949,63;545,37;47,59;54,37;10,87;52,44;2066,51
757,59;10,32;949,63;542,75;49,14;54,51;10,90;52,47;2129,35
758,08;10,30;949,50;541,25;48,01;54,69;10,94;52,49;2088,29
755,14;10,25;949,36;544,63;48,64;54,91;10,98;52,51;2034,83
754,32;10,23;949,36;543,63;49,12;55,16;11,03;52,54;2047,69
758,73;10,18;949,63;547,75;48,33;55,45;11,09;52,60;2044,38
753,10;10,18;949,36;538,12;47,67;55,74;11,15;52,65;2034,04
753,75;10,17;949,23;551,25;46,98;56,02;11,20;52,68;2014,59
763,30;10,16;949,50;546,75;46,51;56,25;11,25;52,69;2010,37
760,20;10,18;949,76;540,63;46,57;56,45;11,29;52,67;2047,61
761,99;10,17;949,50;554,63;46,78;56,63;11,33;52,64;2031,68
757,02;10,19;949,50;546,12;47,86;56,81;11,36;52,61;2053,33
754,24;10,16;949,36;546,50;47,40;56,96;11,39;52,58;2033,53
755,63;10,17;949,23;538,88;47,78;57,12;11,42;52,54;2036,25
760,44;10,18;949,63;548,13;48,16;57,28;11,46;52,51;2058,19
754,24;10,18;949,76;548,25;48,29;57,43;11,49;52,48;2068,68
754,49;10,18;949,10;546,38;48,27;57,56;11,51;52,44;2051,91
755,63;10,18;949,50;545,88;47,96;57,70;11,54;52,42;2041,70
759,79;10,18;949,36;545,63;48,08;57,84;11,57;52,40;2097,36
760,12;10,18;949,36;543,87;48,54;57,98;11,60;52,40;2072,58
753,51;10,18;949,76;551,00;48,90;58,15;11,63;52,38;2062,76
753,10;10,18;949,36;539,50;49,85;58,29;11,66;52,36;2065,05
759,22;10,18;949,23;551,38;48,93;58,40;11,68;52,37;2067,85
760,93;10,18;949,50;545,75;49,31;58,49;11,70;52,37;2075,94
754,41;10,18;949,50;545,37;48,65;58,50;11,70;52,38;2057,04
